


bus:<bus3>;car:<car1,car2>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car122,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car122,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car110,car115,car118,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car110,car115,car118,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car110,car115,car118,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car110,car115,car118,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car110,car115,car118,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car110,car115,car118,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car115,car118,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car115,car118,car123,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car124,car38>;person:<person120,person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car124,car38>;person:<person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car124,car38>;person:<person82>;truck:<truck99>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car124,car38>;person:<person82>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car124,car126,car127,car38>;person:<person82>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car124,car126,car127,car38>;person:<person120,person82>;
bus:<bus63,bus92>;car:<car106,car115,car118,car123,car126,car127,car38>;person:<person120,person128,person82>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car127,car38>;person:<person120,person128,person82>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car127,car38>;person:<person120,person128,person82>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car127,car38>;person:<person120,person128,person82>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car127,car38>;person:<person120,person128,person82>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car127,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car127,car131,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car127,car131,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car126,car131,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car131,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car131,car132,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car131,car132,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car131,car132,car38>;person:<person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car132,car38>;person:<person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car123,car132,car38>;person:<person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car132,car38>;person:<person120,person128>;truck:<truck129>;
bus:<bus63,bus92>;car:<car106,car118,car132,car38>;person:<person120,person128>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car132,car38>;person:<person120,person128>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car132,car38>;person:<person120>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car38>;person:<person120>;truck:<truck135>;
bus:<bus63,bus92>;car:<car118,car127,car137,car38>;person:<person139>;truck:<truck135>;
bus:<bus63,bus92>;car:<car118,car127,car137,car38>;person:<person139>;truck:<truck135>;
bus:<bus63,bus92>;car:<car118,car127,car137,car38>;person:<person139>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car38>;person:<person139>;truck:<truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car38>;person:<person128,person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car38>;person:<person128,person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car140,car38>;person:<person128,person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car118,car127,car137,car140,car38>;person:<person128,person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car140,car38>;person:<person128,person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car140,car38>;person:<person128,person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car140,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car140,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car140,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car140,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car106,car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car141,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car141,car142,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car141,car142,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car142,car38>;person:<person139>;truck:<truck129,truck135>;
bus:<bus63,bus92>;car:<car137,car142,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car141,car142,car144,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car141,car142,car144,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car141,car142,car144,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car141,car144,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car137,car141,car144,car38>;person:<person139,person146>;
bus:<bus63,bus92>;car:<car137,car141,car144,car38>;person:<person139,person146>;
bus:<bus63,bus92>;car:<car137,car141,car144,car38>;person:<person139,person146>;
bus:<bus63,bus92>;car:<car137,car141,car144,car38>;person:<person139,person146>;
bus:<bus63,bus92>;car:<car137,car141,car144,car38>;person:<person139,person146>;
bus:<bus63,bus92>;car:<car137,car141,car38>;person:<person139,person146>;
bus:<bus63,bus92>;car:<car137,car141,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car137,car141,car147,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car137,car141,car147,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car137,car141,car147,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car137,car147,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car137,car147,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car147,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car147,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car147,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car137,car147,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car147,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car147,car149,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;truck:<truck129>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car141,car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car141,car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car141,car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car141,car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car141,car142,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139>;
bus:<bus63,bus92>;car:<car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car149,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car147,car160,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car38>;person:<person139,person157,person163,person164>;
bus:<bus63,bus92>;car:<car141,car147,car160,car166,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car160,car166,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car147,car160,car166,car38>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car160,car166>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car160,car166>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car160,car166>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car160>;person:<person139,person157>;
bus:<bus63,bus92>;car:<car141,car160>;person:<person139,person157,person163>;
bus:<bus63,bus92>;car:<car141,car160>;person:<person139,person157,person163>;
bus:<bus63,bus92>;car:<car141,car160>;person:<person139,person163>;
bus:<bus63,bus92>;car:<car141,car160,car174>;person:<person139,person163,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174>;person:<person139,person163,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174>;person:<person139,person163,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174>;person:<person139,person163,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174>;person:<person139,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174,car38>;person:<person139,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174,car38>;person:<person139,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174,car177,car38>;person:<person139,person175>;
bus:<bus63,bus92>;car:<car141,car160,car174,car177,car38>;person:<person139,person175>;
bus:<bus63>;car:<car141,car160,car174,car177,car38>;person:<person139,person175,person178>;
bus:<bus63,bus92>;car:<car141,car160,car174,car177,car38>;person:<person139,person157,person175,person178>;
bus:<bus63,bus92>;car:<car141,car160,car174,car177,car38>;person:<person139,person157,person175,person178>;
bus:<bus63,bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175,person178>;
bus:<bus63,bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175,person178>;
bus:<bus63,bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175,person178>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car174,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car141,car160,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car160,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car160,car177,car180,car38>;person:<person139,person157,person175>;
bus:<bus92>;car:<car160,car177,car180,car187,car38>;person:<person139,person157,person175,person178>;
bus:<bus92>;car:<car160,car177,car180,car187,car38>;person:<person139,person157,person175,person178>;
bus:<bus92>;car:<car160,car177,car180,car187,car38>;person:<person139,person157,person175,person178,person189>;
bus:<bus92>;car:<car160,car177,car180,car187,car38>;person:<person139,person157,person175,person178,person189>;
bus:<bus92>;car:<car160,car177,car180,car187,car38>;person:<person139,person157,person175,person178,person189>;
bus:<bus92>;car:<car160,car177,car180,car187,car38>;person:<person139,person157,person175,person178,person189>;
bus:<bus92>;car:<car160,car177,car180,car187,car190,car38>;person:<person139,person157,person175,person178,person189>;
bus:<bus92>;car:<car141,car160,car177,car180,car187,car190,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car160,car177,car180,car187,car190,car38>;person:<person139,person157,person175,person178,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car190,car38>;person:<person139,person157,person175,person178,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car190,car38>;person:<person139,person157,person175,person178,person189,person195>;
bus:<bus63,bus92>;car:<car141,car177,car180,car187,car190,car196,car38>;person:<person139,person157,person175,person178,person189,person195>;
bus:<bus63,bus92>;car:<car141,car177,car180,car187,car190,car196,car38>;person:<person139,person157,person178,person189,person195>;
bus:<bus63,bus92>;car:<car141,car177,car187,car190,car196,car38>;person:<person139,person157,person178,person189,person195>;
bus:<bus63,bus92>;car:<car141,car177,car187,car190,car196,car38>;person:<person139,person157,person189,person195>;
bus:<bus63,bus92>;car:<car141,car177,car187,car196,car38>;person:<person139,person157,person189,person195>;
bus:<bus63,bus92>;car:<car141,car177,car187,car196,car38>;person:<person139,person157,person189,person195>;
bus:<bus92>;car:<car141,car177,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person189>;
bus:<bus92>;car:<car141,car177,car180,car187,car196,car38>;person:<person139,person157,person189>;
bus:<bus92>;car:<car141,car160,car177,car180,car187,car196,car38>;person:<person139,person157,person189>;
bus:<bus92>;car:<car141,car160,car177,car180,car187,car196,car38>;person:<person139,person189>;
bus:<bus92>;car:<car141,car160,car177,car180,car187,car196,car38>;person:<person139,person189>;
bus:<bus92>;car:<car141,car160,car177,car180,car187,car196,car38>;person:<person139,person157,person189>;
bus:<bus92>;car:<car141,car160,car177,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car160,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car160,car180,car187,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car160,car180,car187,car190,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car160,car180,car187,car190,car196,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car160,car180,car187,car190,car196,car200,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car160,car180,car187,car190,car196,car200,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car180,car187,car190,car196,car200,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car180,car190,car196,car200,car201,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car180,car190,car196,car200,car201,car202,car203,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car180,car190,car196,car200,car201,car202,car203,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car190,car196,car200,car201,car202,car203,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car190,car196,car201,car202,car203,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car190,car196,car201,car202,car203,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car190,car196,car201,car202,car203,car38>;person:<person139,person157,person175,person189,person195>;
bus:<bus92>;car:<car141,car190,car196,car201,car203,car38>;person:<person139,person157,person175,person189>;
bus:<bus92>;car:<car141,car190,car196,car201,car203,car38>;person:<person139,person157,person175,person189,person204>;
bus:<bus92>;car:<car141,car190,car196,car201,car203,car38>;person:<person139,person157,person175,person189,person204>;
bus:<bus92>;car:<car141,car196,car201,car203,car38>;person:<person139,person157,person175,person189,person204>;
bus:<bus92>;car:<car141,car196,car201,car203,car38>;person:<person139,person157,person175,person189,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car203,car38>;person:<person139,person157,person175,person189,person195,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car203,car38>;person:<person139,person157,person175,person189,person195,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car203,car38>;person:<person139,person175,person189,person195,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car203,car38>;person:<person139,person175,person189,person195,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car38>;person:<person139,person175,person189,person195,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car38>;person:<person139,person175,person189,person195,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car38>;person:<person139,person175,person195,person204,person205>;
bus:<bus92>;car:<car141,car196,car201,car38>;person:<person139,person175,person189,person195,person204>;
bus:<bus92>;car:<car141,car196,car201,car38>;person:<person139,person175,person189,person195,person204,person207>;
bus:<bus92>;car:<car141,car196,car201,car38>;person:<person139,person175,person189,person195,person204,person207>;
bus:<bus92>;car:<car141,car187,car196,car201,car38>;person:<person139,person175,person189,person195,person204,person207>;
bus:<bus92>;car:<car141,car187,car196,car201,car208,car38>;person:<person139,person175,person189,person195,person204,person207>;
bus:<bus92>;car:<car141,car187,car196,car201,car208,car38>;person:<person139,person175,person189,person195,person204,person207>;
bus:<bus92>;car:<car141,car187,car196,car201,car208,car38>;person:<person139,person175,person195,person204,person207>;
bus:<bus92>;car:<car141,car187,car196,car201,car208,car38>;person:<person139,person175,person204,person207>;
bus:<bus92>;car:<car141,car187,car196,car208,car38>;person:<person139,person175,person204,person207>;
bus:<bus92>;car:<car141,car187,car196,car208,car38>;person:<person139,person175,person195,person204,person207>;
bus:<bus92>;car:<car187,car196,car208,car38>;person:<person139,person175,person195,person204,person207>;
bus:<bus92>;car:<car187,car196,car208,car38>;person:<person139,person175,person195,person207>;
bus:<bus92>;car:<car187,car196,car208,car38>;person:<person139,person175,person195,person207>;
bus:<bus92>;car:<car187,car196,car208,car38>;person:<person139,person175,person195,person207,person211>;
bus:<bus92>;car:<car187,car196,car208,car38>;person:<person139,person175,person195,person207,person211>;
bus:<bus92>;car:<car187,car196,car208,car38>;person:<person139,person175,person195,person207,person211>;
bus:<bus92>;car:<car187,car196,car208,car38>;person:<person139,person175,person195,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person205,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person205,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person195,person205,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person195,person205,person207,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person195,person205,person207,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person195,person205,person207,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person195,person207,person211>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person195,person207,person211,person216>;
bus:<bus92>;car:<car187,car196,car38>;person:<person139,person175,person189,person207,person216>;
bus:<bus92>;car:<car187,car208,car38>;person:<person139,person175,person189,person207,person216>;
bus:<bus92>;car:<car187,car208,car38>;person:<person139,person175,person189,person207,person216>;
bus:<bus92>;car:<car187,car208,car38>;person:<person139,person175,person207,person216>;
bus:<bus92>;car:<car187,car208,car38>;person:<person139,person175,person207,person216>;
bus:<bus92>;car:<car187,car208,car218,car38>;person:<person139,person207>;
bus:<bus92>;car:<car187,car208,car218,car38>;person:<person139,person207,person211>;
bus:<bus92>;car:<car187,car218,car219,car38>;person:<person139,person175,person195,person204,person207,person211>;
bus:<bus92>;car:<car218,car219,car38>;person:<person139,person175,person195,person204,person207,person211>;
bus:<bus92>;car:<car218,car219,car38>;person:<person139,person175,person195,person204,person207,person211>;
bus:<bus92>;car:<car218,car219,car38>;person:<person139,person175,person195,person204,person207,person211>;
bus:<bus92>;car:<car218,car219,car38>;person:<person139,person175,person195,person204,person211>;
bus:<bus92>;car:<car208,car218,car219,car38>;person:<person139,person175,person195,person204,person211>;
bus:<bus92>;car:<car208,car218,car219,car38>;person:<person139,person175,person204,person211>;
bus:<bus92>;car:<car208,car218,car219,car38>;person:<person139,person175,person204,person211>;
bus:<bus92>;car:<car208,car219,car38>;person:<person139,person175,person204,person211>;
bus:<bus92>;car:<car208,car219,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car208,car219,car222,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car219,car222,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car219,car222,car224,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car219,car222,car224,car38>;person:<person139,person175,person204,person211,person216>;
